n,time
1935,1423
1936,2525
1937,3437
1938,1653
1939,2775
1940,1813
1941,2766
1942,2364
1943,1923
1944,2305
1945,3206
1946,2455
1947,15750
1948,1643
1949,1542
1950,2324
1951,3176
1952,2254
1953,2385
1954,2344
1955,3226
1956,2275
1957,2204
1958,3176
1959,1543
1960,3456
1961,3447
1962,1773
1963,3476
1964,3025
1965,1553
1966,2074
1967,1713
1968,1293
1969,3617
1970,1683
1971,1994
1972,3025
1973,2855
1974,3496
1975,3908
1976,4198
1977,5731
1978,3436
1979,3576
1980,3096
1981,2465
1982,1012
1983,2265
1984,1944
1985,1753
1986,2685
1987,2235
1988,1683
1989,2755
1990,1433
1991,1613
1992,3326
1993,3046
1994,2725
1995,1954
1996,1703
1997,2325
1998,1563
1999,1974
2000,1532
2001,1913
2002,3757
2003,3386
2004,2004
2005,1132
2006,1903
2007,1654
2008,1723
2009,1463
2010,2986
2011,1923
2012,2013
2013,2865
2014,1132
2015,3357
2016,2856
2017,1473
2018,2335
2019,1694
2020,1302
2021,2464
2022,1583
2023,1453
2024,2615
2025,2415
2026,3436
2027,1963
2028,2014
2029,1553
2030,2685
2031,2054
2032,1714
2033,1202
2034,1122
2035,1403
2036,2705
2037,1503
2038,2414
2039,2454
2040,1373
2041,2364
2042,2174
2043,1463
2044,2024
2045,1363
2046,1603
2047,2404
2048,3276
2049,2915
2050,1082
2051,2404
2052,1533
2053,2595
2054,1864
2055,1483
2056,2083
2057,2805
2058,2554
2059,1633
2060,1673
2061,2214
2062,1914
2063,1864
2064,1764
2065,1934
2066,1312
2067,2003
2068,1122
2069,2184
2070,1673
2071,1783
2072,1934
2073,1182
2074,2505
2075,1703
2076,3216
2077,2936
2078,1893
2079,3086
2080,1724
2081,2555
2082,1433
2083,1243
2084,2134
2085,1112
2086,2364
2087,1062
2088,2014
2089,1142
2090,2485
2091,1794
2092,1132
2093,1062
2094,2074
2095,1833
2096,1062
2097,2475
2098,1733
2099,3146
2100,2495
2101,1082
2102,962
2103,2124
2104,1783
2105,1673
2106,1162
2107,2575
2108,1704
2109,2274
2110,1944
2111,2114
2112,1353
2113,1873
2114,2013
2115,1303
2116,1082
2117,1774
2118,1573
2119,1543
2120,1623
2121,2234
2122,1563
2123,3697
2124,1663
2125,1994
2126,1723
2127,1794
2128,1532
2129,1713
2130,822
2131,2445
2132,1132
2133,882
2134,3146
2135,1262
2136,1814
2137,2374
2138,1143
2139,1583
2140,2675
2141,2775
2142,2875
2143,1042
2144,3035
2145,1202
2146,2504
2147,2785
2148,1863
2149,1302
2150,1483
2151,1042
2152,902
2153,2104
2154,2074
2155,1974
