n,time
1236,881
1237,1042
1238,1232
1239,892
1240,981
1241,1522
1242,922
1243,1082
1244,1062
1245,841
1246,1022
1247,1122
1248,911
1249,1673
1250,1102
1251,1052
1252,1403
1253,1132
1254,942
1255,1383
1256,1002
1257,1122
1258,1213
1259,1112
1260,1072
1261,892
1262,1082
1263,1684
1264,1092
1265,1102
1266,1021
1267,1213
1268,851
1269,1112
1270,1203
1271,1092
1272,1072
1273,932
1274,942
1275,1002
1276,912
1277,882
1278,1343
1279,942
1280,942
1281,1042
1282,962
1283,1022
1284,991
1285,1313
1286,5581
1287,1573
1288,952
1289,2104
1290,1072
1291,1012
1292,1092
1293,1052
1294,892
1295,1553
1296,1693
1297,1874
1298,1843
1299,1653
1300,1593
1301,2174
1302,1803
1303,1934
1304,1834
1305,1573
1306,1573
1307,2234
1308,1793
1309,1563
1310,1523
1311,2184
1312,1543
1313,1733
1314,1112
1315,992
1316,991
1317,921
1318,1052
1319,832
1320,1012
1321,862
1322,1002
1323,1032
1324,1022
1325,1092
1326,2265
1327,1553
1328,1663
1329,1703
1330,1643
1331,1563
1332,1803
1333,2074
1334,1363
1335,1462
1336,1713
1337,2014
1338,1363
1339,1543
1340,1683
1341,1553
1342,1764
1343,1593
1344,1764
1345,1422
1346,1623
1347,1673
1348,2024
1349,1863
1350,1753
1351,1974
1352,1633
1353,1683
1354,1363
1355,1653
1356,1743
1357,1402
1358,1583
1359,1503
1360,2154
1361,2013
1362,1653
1363,1132
1364,1112
1365,892
1366,1072
1367,1764
1368,1102
1369,1032
1370,1112
1371,1103
1372,932
1373,912
1374,1082
1375,941
1376,1413
1377,1222
1378,1352
1379,962
1380,1062
1381,1032
1382,952
1383,851
1384,1072
1385,1303
1386,952
1387,982
1388,1042
1389,1092
1390,1172
1391,952
1392,1793
1393,1152
1394,1924
1395,1593
1396,1513
1397,1954
1398,1603
1399,1613
1400,1714
1401,1743
1402,1824
1403,1513
1404,1813
1405,1684
1406,1573
1407,1613
1408,1814
1409,1723
1410,1553
1411,1673
1412,1723
1413,1563
1414,1893
1415,1613
1416,1683
1417,1804
1418,1403
1419,1213
1420,1172
1421,811
1422,922
1423,1072
1424,1052
1425,962
1426,1403
1427,1062
1428,1202
1429,1011
1430,922
1431,912
1432,972
1433,1012
1434,1042
1435,1764
1436,1593
1437,2014
1438,1733
1439,1563
1440,1703
1441,1703
1442,1743
1443,1754
1444,2765
1445,1743
1446,1703
1447,1553
1448,1673
1449,1754
1450,1824
1451,2715
1452,1243
1453,1052
1454,1163
1455,802
1456,1183
1457,871
1458,891
1459,1633
1460,1122
1461,972
1462,762
1463,842
1464,1192
1465,1222
1466,1032
1467,1253
1468,1302
1469,982
1470,1122
1471,1152
1472,1142
1473,1323
1474,1032
1475,1232
1476,1102
1477,962
1478,1413
1479,1062
1480,1022
1481,1302
1482,882
1483,2715
1484,1252
1485,1192
1486,971
1487,1673
1488,1333
1489,1313
1490,1192
1491,1042
1492,1082
1493,1002
1494,1112
1495,972
1496,1102
1497,1022
1498,1022
1499,962
1500,1103
1501,1222
1502,992
1503,921
1504,1062
1505,972
1506,1152
1507,1613
1508,1172
1509,1001
1510,1543
1511,942
1512,2705
1513,2725
1514,1163
1515,982
1516,1192
1517,1072
1518,1332
1519,1132
1520,1072
1521,882
1522,2014
1523,1142
1524,1694
1525,982
1526,962
1527,951
1528,1112
1529,822
1530,1193
1531,1463
1532,1122
1533,992
1534,942
1535,1002
1536,1012
1537,832
1538,882
1539,1012
1540,982
1541,1173
1542,1152
1543,851
1544,802
1545,902
1546,752
1547,1112
1548,932
1549,952
1550,932
1551,1142
1552,1072
1553,721
1554,1001
1555,1032
1556,1122
1557,1693
1558,952
1559,1893
1560,1603
1561,942
1562,1062
1563,782
1564,691
1565,1001
1566,1022
1567,1052
1568,1462
1569,1663
1570,1153
1571,972
1572,1213
1573,1192
1574,1192
1575,1373
1576,1203
1577,1012
1578,1443
1579,1343
1580,1112
1581,971
1582,1012
1583,1072
1584,1082
1585,992
1586,1513
1587,992
1588,1263
1589,1132
1590,1152
1591,832
1592,1653
1593,1373
1594,2134
1595,1332
1596,1623
1597,1583
1598,1703
1599,1483
1600,1502
1601,1824
1602,1844
1603,1383
1604,1483
1605,1213
1606,1402
1607,952
1608,821
1609,1093
1610,1062
1611,1092
1612,1062
1613,1112
1614,1423
1615,852
1616,981
1617,951
1618,1112
1619,1112
1620,1042
1621,1303
1622,1132
1623,861
1624,882
1625,971
1626,1182
1627,1523
1628,981
1629,1082
1630,762
1631,1142
1632,1162
1633,792
1634,732
1635,942
1636,1032
1637,962
1638,982
1639,831
1640,1122
1641,851
1642,1063
1643,932
1644,1793
1645,1503
1646,1142
1647,1132
1648,1032
1649,1412
1650,1122
1651,1052
1652,1022
1653,972
1654,1042
1655,1031
1656,1142
1657,1052
1658,1092
1659,902
1660,882
1661,1102
1662,932
1663,1092
1664,981
1665,1213
1666,942
1667,912
1668,1213
1669,1102
1670,971
1671,1012
1672,1533
1673,1172
1674,1343
1675,1032
1676,901
1677,1182
1678,1042
1679,862
1680,1202
1681,852
1682,1142
1683,1042
1684,1032
1685,1152
1686,1042
1687,1964
1688,1052
1689,1133
1690,1693
1691,1242
1692,1162
1693,1042
1694,1012
1695,962
1696,962
1697,1062
1698,1052
1699,1462
1700,1092
1701,1022
1702,1293
1703,1253
1704,1042
1705,1492
1706,1313
1707,1713
1708,1252
1709,1062
1710,1373
1711,1473
1712,1542
1713,1323
1714,1794
1715,1162
1716,1223
1717,1423
1718,1473
1719,1653
1720,1292
1721,1834
1722,1263
1723,1432
1724,1032
1725,1193
1726,1182
1727,1824
1728,1763
1729,1493
1730,1333
1731,1162
1732,1022
1733,1563
1734,1193
1735,1492
1736,892
1737,1052
1738,1022
1739,972
1740,1553
1741,1633
1742,882
1743,972
1744,871
1745,1643
1746,842
1747,1072
1748,1072
1749,1162
1750,992
1751,902
1752,932
1753,1162
1754,932
1755,1012
1756,1012
1757,992
1758,1072
1759,942
1760,1062
1761,942
1762,1463
1763,831
1764,1012
1765,972
1766,1092
1767,961
1768,952
1769,851
1770,972
1771,752
1772,1232
1773,1102
1774,1042
1775,792
1776,1062
1777,1052
1778,912
1779,1092
1780,891
1781,1082
1782,1263
1783,1283
1784,1302
1785,1162
1786,1372
1787,1262
1788,1463
1789,5070
1790,1422
1791,2445
1792,1533
1793,1934
1794,1673
1795,1112
1796,1252
1797,1382
1798,1473
1799,1493
1800,2054
1801,1994
1802,2595
1803,2014
1804,1633
1805,2574
1806,2796
1807,2565
1808,1943
1809,1944
1810,1513
1811,1263
1812,2054
1813,2104
1814,2084
1815,2014
1816,1914
1817,2535
1818,1953
1819,1413
1820,1202
1821,1743
1822,3086
1823,1874
1824,1763
1825,2625
1826,2234
1827,2234
1828,1824
1829,1563
1830,2715
1831,2364
1832,2464
1833,1613
1834,1623
1835,2064
1836,2825
1837,10921
1838,2264
1839,2415
1840,1503
1841,2254
1842,1794
1843,2264
1844,1653
1845,2605
1846,1623
1847,3286
1848,2235
1849,1994
1850,1893
1851,10790
1852,1754
1853,2354
1854,1533
1855,2364
1856,2555
1857,1763
1858,1924
1859,2184
1860,2495
1861,2465
1862,2385
1863,10680
1864,2214
1865,2204
1866,2605
1867,1743
1868,1453
1869,2184
1870,2796
1871,1733
1872,2535
1873,1503
1874,1633
1875,1834
1876,2224
1877,1583
1878,1523
1879,1453
1880,2765
1881,1563
1882,1914
1883,1884
1884,2164
1885,2625
1886,2124
1887,2535
1888,3447
1889,1673
1890,2414
1891,2555
1892,1793
1893,2625
1894,1833
1895,1933
1896,1193
1897,1623
1898,1884
1899,2795
1900,1944
1901,2024
1902,2284
1903,2244
1904,10309
1905,1984
1906,1703
1907,1934
1908,1212
1909,1863
1910,1903
1911,2164
1912,1643
1913,1583
1914,1894
1915,2956
1916,1834
1917,1874
1918,2375
1919,2585
1920,1814
1921,2655
1922,2175
1923,2154
1924,2034
1925,2264
1926,2224
1927,2194
1928,1483
1929,1392
1930,2385
1931,1212
1932,1462
1933,1283
1934,1904
1935,1583
1936,2665
1937,1753
1938,1634
1939,2545
1940,1933
1941,2013
1942,2284
1943,2054
1944,1402
1945,2564
1946,2034
1947,2254
1948,1993
1949,2154
1950,1874
1951,1983
1952,2345
1953,1693
1954,2194
1955,1713
1956,2084
1957,1874
1958,1903
1959,2245
1960,2595
1961,2785
1962,1774
1963,2094
1964,2054
1965,1653
1966,2345
1967,1874
1968,1573
1969,2003
1970,1843
1971,1834
1972,2775
1973,2515
1974,2986
1975,2845
1976,3056
1977,3176
1978,2975
1979,3247
1980,1603
1981,2334
1982,1372
1983,1462
1984,1383
1985,2174
1986,2064
1987,1953
1988,1824
1989,2003
1990,1773
1991,1694
1992,3086
1993,2575
1994,2294
1995,1974
1996,1683
1997,1813
1998,2164
1999,1724
2000,1984
2001,1844
2002,2424
2003,1694
2004,1442
2005,1112
2006,1242
2007,1313
2008,1193
2009,1162
2010,2034
2011,2234
2012,1333
2013,1583
2014,2454
2015,2084
2016,2635
2017,1923
2018,1784
2019,1693
2020,1403
2021,1963
2022,1513
2023,1553
2024,1783
2025,1973
2026,1824
2027,1192
2028,1242
2029,1914
2030,1373
2031,1322
2032,1923
2033,1212
2034,2395
2035,1944
2036,1643
2037,1633
2038,1613
2039,2515
2040,1714
2041,2054
2042,1472
2043,1824
2044,1603
2045,2124
2046,1803
2047,1863
2048,2865
2049,1403
2050,1844
2051,2905
2052,1182
2053,1763
2054,1853
2055,1452
2056,2575
2057,2004
2058,1322
2059,1293
2060,2284
2061,1373
2062,1393
2063,1383
2064,1433
2065,1373
2066,2225
2067,1403
2068,2986
2069,1563
2070,1643
2071,1452
2072,1363
2073,1202
2074,1694
2075,2625
2076,2685
2077,2314
2078,2415
2079,1663
2080,1963
2081,1694
2082,1373
2083,1432
2084,1323
2085,1293
2086,1954
2087,1213
2088,1453
2089,1423
2090,1954
2091,1352
2092,1232
2093,1223
2094,1443
2095,1402
2096,1232
2097,1502
2098,2215
2099,2505
2100,2334
2101,1443
2102,1242
2103,1493
2104,1402
2105,1683
2106,1333
2107,1543
2108,1403
2109,1173
2110,1303
2111,1212
2112,2184
2113,1393
2114,1463
2115,1322
2116,1303
2117,1182
2118,1272
2119,1042
2120,2404
2121,1653
2122,1874
2123,1834
2124,1643
2125,1513
2126,1813
2127,1313
2128,1113
2129,1433
2130,851
2131,1323
2132,1844
2133,1442
2134,2014
2135,1032
2136,1313
2137,1092
2138,1162
2139,1152
2140,2245
2141,2144
2142,2384
2143,1683
2144,1403
2145,1603
2146,2044
2147,1413
2148,2114
2149,2054
2150,1102
2151,1132
2152,1122
2153,1212
2154,1723
2155,1523
2156,1262
2157,1233
2158,1473
2159,1593
2160,2525
2161,1623
2162,1483
2163,1132
2164,1774
2165,2094
2166,1452
2167,2785
2168,2234
2169,1884
2170,1603
2171,1433
2172,1503
2173,2044
2174,1022
2175,2234
2176,2715
2177,2284
2178,2184
2179,2104
2180,2074
2181,2295
2182,2384
2183,2034
2184,2185
2185,2174
2186,2004
2187,1413
2188,3246
2189,2805
2190,1774
2191,2214
2192,10871
2193,2475
2194,2404
2195,1663
2196,1473
2197,2184
2198,1793
2199,2856
2200,1964
2201,18695
2202,2595
2203,1462
2204,1573
2205,2274
2206,1583
2207,1794
2208,1743
2209,1964
2210,1844
2211,1804
2212,1553
2213,1823
2214,1793
2215,1503
2216,1693
2217,1923
2218,1783
2219,2705
2220,1814
2221,1432
2222,1924
2223,1704
2224,1453
2225,1543
2226,2194
2227,1342
2228,1473
2229,1152
2230,1362
2231,1653
2232,1383
2233,1112
2234,1443
2235,1243
2236,1182
2237,1694
2238,1172
2239,2084
2240,1653
2241,1473
2242,2615
2243,1844
2244,1964
2245,1863
2246,1824
2247,1974
2248,1954
2249,1983
2250,1964
2251,1723
2252,1694
2253,1793
2254,1994
2255,1954
2256,2114
2257,1844
2258,1994
2259,1643
2260,2515
2261,1673
2262,1743
2263,2975
2264,1804
2265,1863
2266,1473
2267,1593
2268,1393
2269,1483
2270,1403
2271,1854
2272,1462
2273,1132
2274,1363
2275,2665
2276,2014
2277,2545
2278,2064
2279,1994
2280,1633
2281,2465
2282,2404
2283,2114
2284,2315
2285,1764
2286,1834
2287,2534
2288,1252
2289,1262
2290,1734
2291,1773
2292,1313
2293,1092
2294,1533
2295,1423
2296,1042
2297,1152
2298,2014
2299,1192
2300,1172
2301,952
2302,1172
2303,1062
2304,1894
2305,2314
2306,1723
2307,1984
2308,2635
2309,1914
2310,1653
2311,1823
2312,2124
2313,2335
2314,1984
